CustomerID,Age,Gender,AnnualIncome,SpendingScore,MembershipLevel,Country,SignupDate
16518,38.0,Male,55393.31,85.0,Silver,Canada,2019-11-24
16519,,Female,58916.19,,Basic,France,2022-06-23
16520,40.0,Male,,9.0,Platinum,Germany,2015-03-08
16521,66.0,Male,63817.2,13.0,Silver,UK,2019-05-15
16522,55.0,Male,90629.05,80.0,Silver,USA,2019-12-22
16523,64.0,Male,74644.13,23.0,Silver,France,2016-07-02
16524,25.0,Female,61968.59,96.0,Silver,Germany,2022-06-28
16525,24.0,Male,58587.78,33.0,Platinum,France,2022-09-25
16526,19.0,Male,64976.49,54.0,,Germany,2018-07-31
16527,,Male,41502.3,45.0,Silver,USA,2022-05-11
16528,,Female,44135.23,48.0,Basic,USA,2022-05-13
16529,40.0,Male,71355.18,85.0,Gold,,2018-06-09
16530,46.0,Male,73793.4,68.0,Gold,Canada,2022-10-03
16531,55.0,Male,40155.27,61.0,Silver,Australia,2018-04-29
16532,54.0,Male,72892.73,99.0,Platinum,,2021-07-01
16533,37.0,Male,57364.28,52.0,Silver,Canada,2018-08-23
16534,50.0,Female,47531.56,46.0,Basic,Australia,2017-06-03
16535,46.0,Other,55281.15,44.0,Silver,Germany,2016-04-01
16536,67.0,Female,73324.18,75.0,Silver,Australia,2018-01-16
16537,32.0,Female,69131.77,49.0,,Canada,2021-10-14
16538,40.0,,64459.71,37.0,Silver,USA,2021-03-01
16539,59.0,Female,65677.28,41.0,Gold,Australia,2016-07-13
16540,20.0,Male,42886.31,22.0,Basic,Canada,2016-03-13
16541,54.0,Female,68202.47,42.0,Gold,Canada,2015-12-31
16542,46.0,Male,53141.35,58.0,Basic,UK,2016-12-15
16543,,Female,,52.0,Basic,Germany,2021-08-06
16544,25.0,Female,54299.48,53.0,Gold,Canada,2015-10-19
16545,39.0,,93392.69,49.0,Basic,Germany,2015-12-09
16546,46.0,Male,57582.05,13.0,Basic,Germany,2019-06-27
16547,19.0,Female,58576.5,62.0,Gold,Canada,2015-12-19
16548,58.0,Male,55585.33,,Basic,Germany,2021-06-19
16549,66.0,,41128.25,52.0,Gold,France,2016-02-14
16550,67.0,Male,79895.2,41.0,Basic,USA,2021-08-10
16551,62.0,Male,61456.44,37.0,Basic,UK,2017-12-11
16552,18.0,Female,69406.36,,Gold,USA,2018-06-06
16553,61.0,Male,84226.35,58.0,Basic,UK,2017-05-25
16554,37.0,Male,,24.0,Silver,Canada,2015-11-13
16555,69.0,Female,58608.76,,Basic,,2019-01-07
16556,38.0,Female,62173.65,100.0,,,2019-12-27
16557,54.0,Female,40756.94,55.0,Gold,Australia,2022-02-28
16558,25.0,Female,32567.59,4.0,Platinum,Canada,2021-09-25
16559,44.0,Male,37444.64,25.0,Silver,Canada,2019-07-19
16560,64.0,Male,78618.88,61.0,Basic,UK,2021-07-21
16561,52.0,Male,55110.51,31.0,Basic,Canada,2022-08-18
16562,23.0,Other,71765.67,21.0,Basic,UK,2020-01-26
16563,62.0,,56122.06,94.0,Silver,Germany,2019-06-10
16564,61.0,Male,36335.11,5.0,Gold,Germany,2019-04-12
16565,36.0,Female,72990.91,68.0,,USA,2015-07-13
16566,35.0,Other,46665.33,96.0,Basic,Australia,2022-04-11
16567,18.0,Female,68698.07,5.0,Basic,France,2018-09-16
16568,42.0,Male,,16.0,Silver,France,2015-01-23
16569,44.0,Female,59335.4,91.0,Basic,Canada,2020-02-08
16570,24.0,Male,67111.27,12.0,Silver,UK,2017-09-14
16571,,Female,38653.29,65.0,Basic,USA,2017-10-13
16572,59.0,Male,103875.36,66.0,Gold,Canada,2017-02-06
16573,46.0,Male,66601.92,72.0,Silver,Germany,2020-03-03
16574,48.0,Female,71718.39,43.0,Silver,,2017-12-09
16575,61.0,Male,74013.77,98.0,Basic,Germany,2015-08-07
16576,60.0,Female,57912.36,25.0,Platinum,Canada,2022-12-16
16577,53.0,Female,61166.14,98.0,Platinum,Canada,2022-08-04
16578,36.0,Female,76274.39,46.0,Gold,Canada,2017-04-26
16579,23.0,Male,54484.07,1.0,Basic,USA,2019-05-26
16580,42.0,Female,65867.03,78.0,Gold,USA,2018-05-18
16581,48.0,Male,67016.71,32.0,Gold,Australia,2015-09-06
16582,26.0,Male,48982.33,61.0,Basic,UK,2018-09-07
16583,37.0,Female,66656.91,29.0,Basic,UK,2022-12-21
16584,27.0,,34585.16,48.0,Basic,France,2015-03-29
16585,54.0,Male,73769.44,83.0,Gold,Canada,2020-06-11
16586,44.0,Male,83548.07,94.0,Basic,Germany,2016-02-06
16587,30.0,Female,73586.04,23.0,Gold,Canada,2017-09-05
16588,58.0,Female,,69.0,Basic,USA,2016-09-17
16589,19.0,Male,48567.01,87.0,Gold,Canada,2022-06-04
16590,67.0,Male,56625.38,99.0,Gold,Canada,2016-05-26
16591,38.0,Male,61881.42,53.0,Gold,Canada,2020-10-29
16592,50.0,Male,61932.19,71.0,Silver,Canada,2015-02-06
16593,41.0,Male,53440.55,95.0,Basic,Australia,2017-04-05
16594,61.0,Male,46302.75,78.0,Basic,UK,2019-03-14
16595,59.0,Female,85904.5,91.0,Gold,UK,2021-10-08
16596,51.0,Female,47504.04,87.0,Basic,Australia,2018-12-18
16597,26.0,Male,84845.85,26.0,Platinum,France,2020-05-07
16598,19.0,Female,67426.42,71.0,Platinum,France,2020-12-14
16599,47.0,Female,63045.26,21.0,Basic,UK,2021-11-02
16600,39.0,Female,68144.81,88.0,Basic,USA,2017-07-01
16601,63.0,Male,82851.66,81.0,Gold,France,2020-12-20
16602,28.0,Female,20633.08,60.0,Basic,Australia,2015-12-04
16603,60.0,Female,65387.09,55.0,Gold,USA,2018-08-09
16604,34.0,Male,62235.08,73.0,Basic,Australia,2022-04-23
16605,53.0,Female,62789.14,79.0,,Canada,2022-10-18
16606,30.0,Male,74107.56,68.0,Silver,Canada,2020-04-02
16607,24.0,Female,50844.07,88.0,Basic,UK,2022-12-06
16608,33.0,Male,42736.64,95.0,Platinum,Canada,2020-09-15
16609,50.0,Female,39236.25,12.0,Basic,UK,2020-08-30
16610,,Female,46389.75,8.0,Platinum,France,2018-06-20
16611,18.0,Female,70311.59,17.0,Basic,Canada,2021-11-26
16612,28.0,Male,,43.0,Silver,Germany,2020-07-26
16613,23.0,Male,73249.95,9.0,Platinum,France,2020-03-31
16614,37.0,Male,53103.0,17.0,Basic,USA,2016-09-01
16615,52.0,Male,53769.53,16.0,Silver,,2019-10-31
16616,61.0,Male,84805.84,51.0,Basic,Australia,2019-05-11
16617,54.0,Female,75296.74,35.0,Basic,Germany,2021-08-15
16618,58.0,,71282.82,52.0,Basic,,2020-11-04
16619,43.0,Female,32628.68,77.0,Gold,UK,2021-02-03
16620,29.0,Female,89365.47,12.0,Silver,UK,2016-12-09
16621,47.0,Male,58620.84,94.0,Silver,Australia,2021-03-30
16622,45.0,Female,62593.54,67.0,Basic,,2021-11-13
16623,44.0,Other,66713.51,69.0,Basic,USA,2021-08-24
16624,59.0,Male,62467.95,13.0,Silver,France,2017-05-10
16625,,Female,57420.37,13.0,Basic,UK,2020-07-29
16626,22.0,Female,62175.51,28.0,Silver,UK,2017-08-03
16627,22.0,,69547.26,47.0,,Canada,2017-09-30
16628,58.0,Male,72731.99,44.0,Silver,France,2019-10-12
16629,44.0,Female,78296.68,63.0,Gold,UK,2022-12-20
16630,45.0,Male,43536.72,69.0,,Australia,2020-12-04
16631,43.0,Female,51811.23,20.0,Silver,UK,2015-11-12
16632,44.0,Female,72794.32,92.0,Silver,USA,2017-08-25
16633,69.0,Female,36446.9,36.0,Silver,France,2018-08-07
16634,66.0,Male,62423.86,45.0,Silver,Germany,2020-03-26
16635,59.0,Male,48210.67,82.0,Basic,USA,2022-12-15
16636,38.0,Male,68267.64,57.0,Gold,France,2016-04-27
16637,18.0,Female,47323.82,87.0,Basic,Canada,2020-12-20
16638,45.0,Male,54606.33,91.0,Silver,Germany,2020-05-30
16639,65.0,Male,55643.63,2.0,Silver,USA,2015-12-19
16640,32.0,Male,,42.0,Basic,UK,2015-11-22
16641,34.0,Female,74374.83,50.0,Basic,Australia,2017-07-17
16642,43.0,Male,75479.24,31.0,Silver,France,2016-12-29
16643,37.0,,,82.0,Silver,UK,2017-02-02
16644,42.0,Female,43355.18,48.0,Gold,,2021-06-03
16645,30.0,Female,98694.2,87.0,Silver,,2017-02-15
16646,50.0,Male,58722.26,80.0,Silver,USA,2015-10-14
16647,42.0,Male,64105.67,26.0,Basic,France,2016-08-24
16648,25.0,Male,63633.95,,Silver,France,2022-09-22
16649,22.0,Male,65307.28,35.0,Silver,UK,2017-12-10
16650,23.0,Female,47294.1,86.0,Gold,USA,2020-04-29
16651,40.0,Male,66578.59,73.0,,France,2015-08-21
16652,69.0,Male,87322.53,34.0,Silver,Germany,2015-11-01
16653,47.0,Female,29862.11,45.0,Silver,,2016-08-22
16654,31.0,Male,60484.7,23.0,Platinum,Australia,2018-02-04
16655,40.0,Male,43176.51,91.0,Gold,Germany,2021-10-17
16656,28.0,Male,74833.12,74.0,Basic,Canada,2021-01-16
16657,48.0,Female,77117.02,16.0,Gold,Germany,2018-04-21
16658,23.0,Female,,4.0,Basic,Canada,2018-04-17
16659,28.0,Female,60913.35,54.0,Basic,Australia,2019-03-14
16660,30.0,Male,46785.7,95.0,Basic,USA,2019-01-12
16661,29.0,Male,24633.51,68.0,Platinum,,2021-03-03
16662,19.0,Female,55947.03,53.0,Gold,USA,2020-08-12
16663,52.0,,56794.39,,Platinum,France,2021-07-03
16664,53.0,Female,60645.46,80.0,Gold,Australia,2018-10-21
16665,34.0,Female,10821.62,83.0,Basic,Canada,2019-09-30
16666,45.0,Male,34119.63,3.0,Basic,Canada,2017-03-09
16667,45.0,,37753.75,42.0,Platinum,Canada,2021-08-20
16668,39.0,Female,61246.48,67.0,Silver,UK,2015-03-24
16669,55.0,Female,68779.0,50.0,Basic,Canada,2019-02-22
16670,24.0,Female,42561.37,20.0,Basic,,2017-07-22
16671,32.0,Male,55862.05,55.0,Basic,USA,2019-11-29
16672,49.0,Female,51316.54,66.0,Basic,Australia,2015-08-25
16673,28.0,Other,90480.07,84.0,Silver,Canada,2022-02-12
16674,41.0,Male,54227.92,,Basic,Australia,2019-04-17
16675,20.0,Male,53594.5,26.0,Basic,UK,2017-07-01
16676,47.0,Female,47760.05,19.0,Silver,Canada,2020-04-13
16677,23.0,Male,,63.0,Gold,Australia,2019-01-22
16678,19.0,Female,69697.24,33.0,Silver,France,2020-03-04
16679,31.0,Male,56003.49,98.0,Basic,Australia,2019-03-04
16680,58.0,Female,54174.43,28.0,Silver,Canada,2015-04-16
16681,35.0,Male,62735.49,48.0,Silver,UK,2019-11-16
16682,68.0,Male,36332.69,53.0,Basic,Germany,2018-09-01
16683,61.0,Female,86558.56,56.0,Basic,USA,2020-12-20
16684,48.0,Female,32690.88,49.0,Silver,France,2021-04-21
16685,,Male,86645.24,78.0,Gold,Australia,2017-07-04
16686,43.0,Male,59776.09,63.0,Basic,Australia,2018-09-22
16687,61.0,Female,54205.5,14.0,Silver,USA,2020-08-26
16688,29.0,Female,70067.18,29.0,Silver,UK,2020-05-15
16689,35.0,Female,54804.26,53.0,Silver,UK,2015-07-17
16690,26.0,Female,73977.02,26.0,Gold,France,2015-07-27
16691,66.0,Male,64618.62,33.0,Silver,Germany,2017-11-15
16692,38.0,Female,70691.36,69.0,Gold,Germany,2019-12-05
16693,65.0,Female,75601.59,66.0,Basic,France,2020-04-03
16694,66.0,Female,57385.43,73.0,Basic,Germany,2015-02-07
16695,57.0,Female,74468.79,19.0,,Germany,2017-06-23
16696,60.0,Female,67768.78,91.0,Basic,,2019-06-21
16697,41.0,Female,80009.48,59.0,Platinum,USA,2017-10-09
16698,51.0,Female,54491.13,91.0,Basic,Canada,2019-01-06
16699,25.0,Female,80485.5,90.0,Gold,Germany,2018-05-21
16700,61.0,Female,48403.61,78.0,Basic,Germany,2022-01-04
16701,50.0,Female,29894.46,3.0,,Germany,2015-04-10
16702,40.0,Female,39527.66,58.0,,Germany,2019-02-04
16703,30.0,Male,55021.83,21.0,Basic,UK,2022-08-01
16704,66.0,Male,63938.23,46.0,,Canada,2015-10-22
16705,31.0,Female,60239.22,,Platinum,UK,2018-02-01
16706,31.0,Female,71800.63,72.0,Gold,UK,2020-03-23
16707,33.0,Male,41990.95,70.0,Basic,UK,2017-12-18
16708,66.0,,85866.68,66.0,Silver,Australia,2015-01-04
16709,55.0,Male,80179.71,57.0,Gold,Germany,2020-12-29
16710,56.0,Male,74027.58,6.0,Basic,Germany,2019-09-03
16711,43.0,Male,,59.0,Gold,Canada,2020-08-01
16712,43.0,Female,36709.17,39.0,Gold,UK,2016-06-11
16713,18.0,Female,70483.95,75.0,Basic,Canada,2015-04-27
16714,49.0,Female,71105.95,69.0,Platinum,Canada,2018-04-26
16715,32.0,Male,74510.95,74.0,Basic,Canada,2016-07-10
16716,69.0,Female,72703.36,52.0,Platinum,Germany,2017-09-05
16717,38.0,Female,66668.05,38.0,Gold,,2021-03-17
16718,35.0,Male,66067.24,71.0,Gold,Germany,2016-09-10
16719,47.0,Male,77885.02,100.0,Basic,UK,2015-10-21
16720,30.0,Female,50649.69,82.0,Silver,UK,2015-05-31
16721,,Female,65503.31,74.0,Basic,,2015-12-19
16722,,Female,51705.05,57.0,Basic,USA,2020-06-19
16723,19.0,Male,57718.56,7.0,Basic,USA,2017-08-11
16724,36.0,Female,19914.99,36.0,Silver,Canada,2020-09-29
16725,64.0,Male,46941.59,95.0,Silver,Germany,2021-05-04
16726,61.0,Female,53455.12,50.0,Basic,Germany,2016-06-03
16727,64.0,Female,53652.84,72.0,Silver,Canada,2020-12-24
16728,42.0,Male,54997.75,40.0,Basic,Canada,2018-06-10
16729,67.0,Male,42224.92,74.0,Basic,Canada,2021-10-07
16730,31.0,Male,55013.57,40.0,Basic,Germany,2018-12-13
16731,23.0,Male,76281.24,51.0,Silver,Australia,2015-08-31
16732,29.0,Male,55521.63,92.0,Gold,Australia,2016-04-21
16733,37.0,Female,79473.03,90.0,Silver,France,2018-07-17
16734,40.0,Female,78487.59,20.0,Gold,Canada,2018-10-31
16735,,Female,51194.3,,Silver,UK,2015-09-28
16736,47.0,Female,68540.64,87.0,Basic,Canada,2017-03-30
16737,55.0,Female,40304.37,23.0,Silver,Germany,2016-05-20
16738,,Female,44191.44,,Basic,UK,2022-12-22
16739,58.0,Male,61676.16,41.0,Silver,France,2020-04-11
16740,47.0,,67628.32,57.0,Basic,France,2020-07-10
16741,53.0,Male,84200.53,21.0,Gold,Germany,2015-06-04
16742,,Male,57556.59,,Basic,Canada,2022-05-07
16743,51.0,Female,,26.0,Basic,UK,2018-06-15
16744,33.0,Female,,95.0,Silver,Australia,2016-06-25
16745,41.0,Female,86903.25,72.0,Silver,UK,2017-07-08
16746,31.0,Male,80134.63,51.0,Basic,UK,2015-08-12
16747,43.0,Male,65770.14,71.0,Basic,Australia,2021-10-03
16748,25.0,Female,71908.12,21.0,Silver,UK,2015-04-11
16749,31.0,Male,65245.5,58.0,,Germany,2017-07-21
16750,48.0,Male,76121.61,50.0,Basic,UK,2016-07-11
16751,19.0,Male,72926.84,23.0,Silver,France,2020-11-08
16752,65.0,Other,55469.07,,Basic,USA,2015-09-05
16753,21.0,Male,61491.66,42.0,Basic,UK,2016-04-24
16754,18.0,Female,62427.77,42.0,Silver,UK,2020-11-16
16755,37.0,Female,62277.78,92.0,,Canada,2021-03-21
16756,31.0,Female,52382.95,,Basic,USA,2020-12-15
16757,57.0,Female,65053.55,27.0,Gold,UK,2019-04-21
16758,42.0,Female,52364.25,96.0,Gold,UK,2015-08-08
16759,42.0,Other,51221.76,20.0,Silver,France,2020-09-18
16760,20.0,Female,58218.86,62.0,Gold,Germany,2018-06-29
16761,22.0,,64041.57,13.0,Platinum,Germany,2015-11-12
16762,,Male,78385.05,42.0,Basic,France,2015-03-02
16763,43.0,Female,70650.83,66.0,Gold,UK,2017-09-18
16764,57.0,Female,76651.92,43.0,Basic,Germany,2019-07-07
16765,55.0,Female,86589.68,83.0,Silver,France,2022-03-19
16766,55.0,Female,51219.53,49.0,Silver,Canada,2019-08-19
16767,21.0,Female,70668.45,79.0,Gold,Canada,2020-12-06
16768,24.0,Male,71268.32,91.0,Basic,USA,2020-04-29
16769,47.0,Male,63838.64,12.0,Platinum,Canada,2018-09-19
16770,47.0,Female,73392.04,40.0,Silver,USA,2017-11-14
16771,36.0,Male,61313.21,74.0,Basic,Germany,2021-04-09
16772,56.0,Male,70061.94,92.0,Gold,Australia,2016-01-17
16773,52.0,Female,38753.13,68.0,Platinum,UK,2018-05-23
16774,57.0,Male,60031.86,4.0,Platinum,Germany,2018-10-06
16775,50.0,Male,70625.3,,Basic,USA,2017-05-11
16776,50.0,Female,75426.24,42.0,Basic,France,2021-06-22
16777,31.0,Female,47087.62,93.0,Basic,USA,2016-11-14
16778,55.0,Male,58772.87,12.0,Gold,,2017-06-25
16779,27.0,Female,44052.23,22.0,Gold,Australia,2020-12-03
16780,45.0,Female,54182.46,68.0,Basic,UK,2018-09-24
16781,31.0,Male,64739.11,89.0,,Canada,2018-02-10
16782,53.0,Male,75532.31,72.0,Silver,Canada,2016-07-04
16783,55.0,Male,73556.53,93.0,Silver,USA,2016-04-02
16784,33.0,Female,63341.43,71.0,Silver,Australia,2019-03-24
16785,38.0,Female,50236.54,8.0,Basic,Australia,2017-12-30
16786,45.0,Female,,,Gold,UK,2018-06-30
16787,50.0,Female,98057.85,90.0,Basic,Germany,2018-10-17
16788,23.0,Male,39021.35,60.0,Platinum,,2016-07-02
16789,58.0,Male,,73.0,Platinum,Australia,2019-08-21
16790,32.0,Male,62627.25,61.0,,UK,2016-06-13
16791,61.0,Male,70601.94,100.0,Silver,UK,2016-08-08
16792,20.0,Female,72953.26,31.0,Silver,Canada,2017-03-14
16793,,Female,64322.25,6.0,Basic,France,2022-09-05
16794,64.0,Male,37207.52,100.0,Basic,Australia,2017-09-25
16795,52.0,Male,56706.13,79.0,Gold,France,2020-12-08
16796,31.0,Male,33513.77,18.0,Silver,Germany,2017-09-15
16797,19.0,Female,65924.17,54.0,Basic,UK,2015-09-22
16798,46.0,Female,66836.96,40.0,Gold,UK,2015-08-16
16799,21.0,Female,58105.67,51.0,Basic,UK,2019-08-24
16800,43.0,Male,42255.27,74.0,Silver,USA,2017-03-10
16801,68.0,Male,47715.78,,Silver,Australia,2022-07-24
16802,29.0,Male,35652.08,89.0,Basic,Germany,2019-06-05
16803,19.0,Other,59228.58,98.0,Gold,Germany,2017-10-30
16804,34.0,Female,107523.6,36.0,,UK,2016-11-23
16805,52.0,Female,58468.68,6.0,Gold,UK,2021-08-30
16806,27.0,Female,53698.07,23.0,Gold,USA,2021-03-03
16807,65.0,Female,63253.63,48.0,Basic,USA,2022-08-04
16808,39.0,Male,42743.27,100.0,Silver,Australia,2021-12-16
16809,58.0,Male,43261.63,20.0,Gold,France,2022-11-09
16810,60.0,Female,50716.12,61.0,Basic,Australia,2019-10-27
16811,38.0,Male,73275.32,87.0,Silver,Canada,2017-12-28
16812,32.0,Male,65003.58,55.0,,UK,2019-05-10
16813,52.0,Female,57609.92,87.0,Silver,Australia,2019-09-06
16814,,Female,71232.98,36.0,Gold,USA,2022-12-23
16815,38.0,,85629.28,45.0,,,2021-02-06
16816,38.0,Male,71042.56,86.0,Silver,Germany,2022-05-22
16817,38.0,Male,,87.0,Platinum,USA,2018-02-17
16818,61.0,Female,31749.73,42.0,Silver,UK,2022-09-03
16819,49.0,Female,33834.4,73.0,Basic,France,2018-09-18
16820,22.0,Female,73035.37,29.0,Platinum,France,2017-07-13
16821,56.0,Female,48633.04,21.0,Silver,Australia,2020-04-14
16822,26.0,Female,,62.0,Silver,Canada,2019-02-18
16823,35.0,Male,53178.29,37.0,Silver,Australia,2021-06-20
16824,38.0,Male,65820.8,37.0,Gold,UK,2020-12-23
16825,25.0,Male,70516.18,30.0,Basic,France,2020-11-28
16826,61.0,Female,48257.45,67.0,Basic,UK,2015-06-29
16827,69.0,Male,72341.64,33.0,Basic,UK,2020-05-19
16828,51.0,Female,50104.0,61.0,Basic,Germany,2021-04-07
16829,27.0,Female,49469.9,48.0,Gold,France,2021-07-27
16830,68.0,Male,72316.42,43.0,Silver,UK,2017-10-26
16831,58.0,Female,69481.41,80.0,Silver,Canada,2021-02-19
16832,41.0,Female,66900.14,28.0,Basic,Australia,2021-09-26
16833,57.0,Female,43458.37,20.0,Platinum,USA,2015-08-21
16834,41.0,Female,54238.95,43.0,Basic,Canada,2015-06-09
16835,49.0,Male,70335.5,74.0,,Germany,2015-05-05
16836,50.0,Male,94255.88,28.0,,Australia,2022-12-11
16837,55.0,Male,87167.46,100.0,Gold,Australia,2016-05-14
16838,61.0,Female,52981.05,8.0,Basic,Australia,2021-01-31
16839,68.0,Female,50113.31,88.0,Basic,France,2022-05-15
16840,66.0,Female,85949.02,65.0,Silver,France,2018-08-06
16841,51.0,Male,69010.41,17.0,Silver,USA,2020-07-02
16842,28.0,Female,52982.8,60.0,Basic,France,2018-08-06
16843,48.0,Other,61900.22,20.0,Gold,Canada,2021-12-16
16844,35.0,Female,41259.62,13.0,Basic,Australia,2017-08-01
16845,40.0,Male,75134.84,13.0,Silver,Germany,2018-09-10
16846,39.0,Female,80997.67,31.0,,France,2017-11-28
16847,60.0,Male,83101.18,22.0,Silver,USA,2020-11-17
16848,35.0,Male,76887.29,15.0,Basic,USA,2019-02-28
16849,57.0,Male,55194.05,79.0,Gold,UK,2018-05-15
16850,64.0,Male,73412.18,98.0,Basic,USA,2019-10-31
16851,58.0,Female,81911.06,,Basic,Australia,2018-03-08
16852,64.0,Male,74176.35,36.0,Silver,Germany,2020-03-14
16853,56.0,Female,72798.93,96.0,Basic,Australia,2017-07-03
16854,37.0,Male,62868.67,13.0,Silver,Canada,2016-01-30
16855,30.0,Male,46412.03,84.0,Gold,UK,2018-06-20
16856,62.0,Male,87829.88,25.0,Silver,France,2016-11-01
16857,18.0,Male,59450.22,53.0,Basic,Australia,2021-04-06
16858,69.0,Male,78213.04,86.0,Gold,France,2016-10-10
16859,21.0,Female,97170.09,67.0,Silver,Canada,2022-01-13
16860,41.0,Other,73626.38,41.0,Platinum,UK,2016-11-30
16861,53.0,Male,77623.57,29.0,Gold,Germany,2021-08-29
16862,53.0,,45965.81,,Gold,Germany,2015-09-09
16863,62.0,Male,49088.93,68.0,Basic,Germany,2020-08-30
16864,19.0,Female,78974.61,82.0,,Canada,2021-10-19
16865,45.0,Female,51756.26,54.0,Gold,Canada,2017-12-13
16866,43.0,Female,39879.54,40.0,Gold,Australia,2018-01-23
16867,40.0,Male,35088.18,21.0,Silver,Australia,2021-09-19
16868,32.0,Male,56750.31,95.0,Platinum,Germany,2018-06-09
16869,53.0,Male,56560.53,98.0,Platinum,France,2020-10-11
16870,44.0,Female,74968.17,17.0,Silver,Canada,2021-02-18
16871,23.0,,45163.13,90.0,Basic,,2015-08-20
16872,52.0,Female,80661.76,89.0,Basic,France,2022-01-02
16873,56.0,Female,41810.78,4.0,Basic,UK,2021-04-25
16874,55.0,Female,42210.53,60.0,Silver,Germany,2020-04-19
16875,52.0,Male,62076.85,92.0,Gold,Germany,2020-06-14
16876,53.0,Female,60797.09,38.0,Basic,Canada,2017-03-02
16877,27.0,Male,68694.97,66.0,Basic,Australia,2015-05-05
16878,47.0,Other,,52.0,Platinum,Canada,2020-12-11
16879,58.0,Male,65295.99,67.0,Silver,Canada,2022-01-01
16880,55.0,Male,34827.64,29.0,Silver,Australia,2015-11-12
16881,46.0,Male,27072.31,28.0,Basic,Germany,2021-12-30
16882,69.0,Female,87420.32,60.0,Silver,UK,2022-08-21
16883,60.0,Male,75698.31,91.0,Platinum,France,2019-07-29
16884,56.0,Male,,7.0,Gold,France,2017-12-28
16885,67.0,Male,29661.22,21.0,Gold,Australia,2015-02-02
16886,21.0,Male,53129.05,38.0,Gold,Canada,2018-05-25
16887,22.0,Female,66731.28,78.0,Basic,Germany,2019-10-19
16888,21.0,Male,53096.64,44.0,Platinum,Germany,2016-01-05
16889,53.0,Female,83418.75,87.0,Silver,Australia,2020-04-29
16890,62.0,Female,69438.46,52.0,Gold,UK,2021-02-17
16891,33.0,Female,46152.6,99.0,Basic,Germany,2016-10-31
16892,42.0,Male,36062.6,94.0,Silver,,2020-06-30
16893,31.0,Male,73119.53,93.0,Basic,Germany,2016-09-02
16894,28.0,Female,72615.43,73.0,Platinum,USA,2021-06-05
16895,46.0,Female,71340.96,51.0,Basic,USA,2016-05-18
16896,,Male,,23.0,Silver,France,2020-11-27
16897,39.0,Female,66865.05,69.0,Basic,Canada,2015-05-27
16898,31.0,Female,61407.32,14.0,Silver,USA,2021-09-16
16899,41.0,Male,71466.96,15.0,Basic,Germany,2020-03-27
16900,56.0,Female,78521.75,15.0,Basic,Australia,2017-10-29
16901,43.0,Female,70311.35,35.0,Gold,,2018-02-28
16902,60.0,Male,60471.59,11.0,Silver,Australia,2019-01-10
16903,53.0,Male,74524.14,93.0,Basic,Germany,2015-06-28
16904,56.0,Male,61442.33,37.0,Silver,Australia,2018-01-10
16905,33.0,Male,52681.16,72.0,Basic,Australia,2018-12-14
16906,55.0,Female,61822.05,21.0,Silver,France,2019-05-14
16907,49.0,,55213.59,15.0,Basic,France,2020-05-22
16908,23.0,,58712.28,45.0,Platinum,UK,2016-06-19
16909,51.0,Female,47308.58,,Silver,France,2017-04-19
16910,25.0,Male,74985.24,97.0,Silver,USA,2019-09-17
16911,47.0,Male,63207.34,,Gold,Canada,2016-08-20
16912,44.0,Female,70657.91,24.0,Basic,USA,2018-07-26
16913,24.0,Female,67234.28,32.0,Basic,Australia,2017-10-08
16914,44.0,Female,46467.63,71.0,Basic,UK,2017-04-19
16915,,Other,79847.68,25.0,Silver,Canada,2015-04-11
16916,63.0,Male,56622.25,46.0,Silver,Canada,2016-12-23
16917,58.0,Female,54582.98,81.0,Gold,Germany,2016-05-20
16918,32.0,Female,63217.27,95.0,Platinum,UK,2017-03-24
16919,42.0,Male,63510.41,10.0,Basic,France,2022-04-22
16920,39.0,Male,99010.11,50.0,Silver,UK,2022-07-13
16921,35.0,Other,68947.36,56.0,Gold,,2018-01-02
16922,29.0,Male,52716.59,72.0,Silver,UK,2018-04-21
16923,40.0,Male,88470.86,1.0,Gold,Australia,2021-09-17
16924,68.0,Female,35547.43,9.0,Silver,Germany,2021-11-27
16925,62.0,Female,52769.88,48.0,Gold,UK,2019-07-27
16926,56.0,Female,51664.93,26.0,Basic,USA,2021-11-20
16927,,Female,59935.78,10.0,Silver,USA,2019-11-20
16928,27.0,Female,65192.96,90.0,Platinum,UK,2019-01-02
16929,47.0,Female,66535.05,58.0,Silver,Germany,2015-02-28
16930,27.0,Male,,45.0,Basic,UK,2017-02-22
16931,51.0,Female,69448.56,18.0,Basic,Australia,2015-05-19
16932,,Male,59096.84,59.0,Gold,UK,2017-10-31
16933,30.0,Male,79343.79,57.0,Basic,USA,2019-09-14
16934,46.0,Female,35820.87,67.0,Silver,Germany,2019-09-09
16935,55.0,Male,21715.41,28.0,Gold,Canada,2019-03-17
16936,58.0,Female,71111.14,81.0,Gold,Australia,2021-07-23
16937,62.0,Male,55031.88,15.0,Silver,Australia,2016-07-11
16938,26.0,Female,85759.99,35.0,Silver,Canada,2015-04-01
16939,30.0,Male,75639.72,42.0,Basic,Australia,2015-07-31
16940,54.0,Male,68832.21,25.0,Platinum,Australia,2015-08-25
16941,31.0,Male,52698.75,13.0,Basic,Germany,2021-09-18
16942,54.0,Male,70137.56,66.0,Basic,Germany,2022-01-02
16943,26.0,Female,54053.87,99.0,Basic,Canada,2017-11-20
16944,25.0,Female,60894.59,57.0,Gold,UK,2015-02-10
